catalog,po,line,severity,rule,message,source,plural_source,translations,findings_in_same_entry
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14419,warning,newline-mismatch,"Newline count mismatch: source has 44, translation has 46","Usage: escputil [-c | -n | -a | -i | -e | -s | -d | -l | -M | -X]
                [-P printer | -r device] [-u] [-q] [-m model] [ -S ]
                [-C choices] [-p patterns]
Perform maintenance on EPSON Stylus (R) printers.
Examples: escputil --ink-level --raw-device /dev/usb/lp0
          escputil --clean-head --new --printer-name MyQueue

  Commands:
    -c|--clean-head    Clean the print head.
    -n|--nozzle-check  Print a nozzle test pattern.
                       Dirty or clogged nozzles will show as gaps in the
                       pattern.  If you see any gaps, you should clean
                       the print head.
    -a|--align-head    Align the print head.  CAUTION: Misuse of this
                       utility may result in poor print quality and/or
                       damage to the printer.
    -s|--status        Retrieve printer status.
    -i|--ink-level     Obtain the ink level from the printer.  This requires
                       read/write access to the raw printer device.
    -e|--extended-ink-info     Obtain the extended ink information from the
                       printer.  This requires read/write access to the raw
                       printer device.
    -d|--identify      Query the printer for make and model information.
                       This requires read/write access to the raw printer
                       device.
    -X|--reset-ink     Reset ink levels.
                       This requires read/write access to the raw printer
                       device.
    -l|--license       Display the license/warranty terms of this program.
    -M|--list-models   List the available printer models.
    -h|--help          Print this help message.
  Options:
    -P|--printer-name  Specify the name of the printer queue to operate on.
                       Default is the default system printer.
    -r|--raw-device    Specify the name of the device to write to directly
                       rather than going through a printer queue.
    -m|--model         Specify the printer model.
    -u|--new           The printer is a new printer (Stylus Color 740 or
                       newer).  Only needed when not using a raw device or
                       when the model is not specified.
    -q|--quiet         Suppress the banner.
    -S|--short-name    Print the short name of the printer with --identify.
    -C|--choices       Specify the number of pattern choices for alignment
    -p|--patterns      Specify the number of sets of patterns for alignment
",,"{""None"": ""Användning: escputil [-c | -n | -a | -i | -e | -s | -d | -l | -M | -X]\n                     [-P skrivare | -r enhet] [-u] [-q] [-m modell] [ -S ]\n                [-C val] [-p mönster]\nUtför underhåll på EPSON Stylus®-skrivare.\nExempel: escputil --ink-level --raw-device /dev/usb/lp0\n         escputil --clean-head --new --printer-name MinKö\n\n  Kommandon:\n    -c|--clean-head    Rensa utskriftshuvudet.\n    -n|--nozzle-check  Skriv ut ett mönster för test av munstycken.\n                       Smutsiga eller igentäppta munstycken kommer att\n                       visas som mellanrum i mönstret. Om du ser några\n                       mellanrum bör du rensa utskriftshuvudet.\n    -a|--align-head    Justera utskriftshuvudet. VARNING: Felaktigt\n                       användande av detta verktyg kan resultera i dålig\n                       utskriftskvalitet och/eller skada på skrivaren.\n    -s|--status        Hämta skrivarstatus.\n    -i|--ink-level     Hämta information om bläcknivån i skrivaren. Detta\n                       kräver läs- och skrivrättigheter till den råa\n                       skrivarenheten.\n    -e|--extended-ink-info     Hämta utökad bläckinformation från\n                       skrivaren.  Detta kräver läs/skrivåtkomst till den råa\n                       skrivarenheten.\n    -d|--identify      Undersök skrivaren för information om märke och\n                       modell. Detta kräver läs- och skrivrättigheter till\n                       den råa skrivarenheten.\n    -X|--reset-ink     Återställ bläcknivåer.\n                       Detta kräver läs- och skrivrättigheter till den råa\n                       skrivarenheten.\n    -l|--license       Visa licens- och garantivillkoren för detta program.\n    -M|--list-models   Visa de tillgängliga skrivarmodellerna.\n    -h|--help          Visa detta hjälpmeddelande.\n  Flaggor:\n    -P|--printer-name  Ange namnet på skrivarkön som ska användas.\n                       Standardalternativet är standardskrivaren på\n                       systemet.\n    -r|--raw-device    Ange namnet på den enhet att skriva till direkt\n                       istället för att gå via en skrivarkö.\n    -m|--model         Ange skrivarmodellen.\n    -u|--new           Skrivaren är en ny skrivare (Stylus Color 740 eller\n                       nyare).  Behövs endast när inte en rå enhet används\n                       eller när modellen inte är angiven.\n    -q|--quiet         Visa inte rubriken.\n    -S|--short-name    Skriv ut det korta namnet på skrivaren med --identify.\n    -C|--choices       Ange antalet mönsterval för justering\n    -p|--patterns      Ange antalet uppsättningar av mönster för justering\n""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14726,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox Able 1406,,"{""None"": ""Xerox Able 1406""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14729,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox DocuPrint 4508,,"{""None"": ""Xerox DocuPrint 4508""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14732,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox DocuPrint C20,,"{""None"": ""Xerox DocuPrint C20""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14735,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox DocuPrint N4512,,"{""None"": ""Xerox DocuPrint N4512""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14738,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox DocuPrint N4512PS,,"{""None"": ""Xerox DocuPrint N4512PS""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14741,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox DocuPrint P12,,"{""None"": ""Xerox DocuPrint P12""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14744,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox DocuPrint P1202,,"{""None"": ""Xerox DocuPrint P1202""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14747,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox DocuPrint P8e,,"{""None"": ""Xerox DocuPrint P8e""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14750,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox Document Centre 400,,"{""None"": ""Xerox Document Centre 400""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14753,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox Phaser 2135,,"{""None"": ""Xerox Phaser 2135""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14756,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox Phaser 3160N,,"{""None"": ""Xerox Phaser 3160N""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14759,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox Phaser 4400B,,"{""None"": ""Xerox Phaser 4400B""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14762,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox Phaser 4400DT,,"{""None"": ""Xerox Phaser 4400DT""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14765,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox Phaser 4400DX,,"{""None"": ""Xerox Phaser 4400DX""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14768,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox Phaser 4400N,,"{""None"": ""Xerox Phaser 4400N""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14771,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox Phaser 4500B,,"{""None"": ""Xerox Phaser 4500B""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14774,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox Phaser 4500DT,,"{""None"": ""Xerox Phaser 4500DT""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14777,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox Phaser 4500DX,,"{""None"": ""Xerox Phaser 4500DX""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14780,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox Phaser 4500N,,"{""None"": ""Xerox Phaser 4500N""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14783,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox Phaser 4510B,,"{""None"": ""Xerox Phaser 4510B""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14786,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox Phaser 4510DT,,"{""None"": ""Xerox Phaser 4510DT""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14789,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox Phaser 4510DX,,"{""None"": ""Xerox Phaser 4510DX""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14792,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox Phaser 4510N,,"{""None"": ""Xerox Phaser 4510N""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14795,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox Phaser 5500B,,"{""None"": ""Xerox Phaser 5500B""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14798,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox Phaser 5500DN,,"{""None"": ""Xerox Phaser 5500DN""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14801,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox Phaser 5500DT,,"{""None"": ""Xerox Phaser 5500DT""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14804,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox Phaser 5500DX,,"{""None"": ""Xerox Phaser 5500DX""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14807,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox Phaser 5500N,,"{""None"": ""Xerox Phaser 5500N""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14810,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox Phaser 6130N,,"{""None"": ""Xerox Phaser 6130N""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14813,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox Phaser 6180DN,,"{""None"": ""Xerox Phaser 6180DN""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14816,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox Phaser 6180MFP-D,,"{""None"": ""Xerox Phaser 6180MFP-D""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14819,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox Phaser 6200B,,"{""None"": ""Xerox Phaser 6200B""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14822,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox Phaser 6200DP,,"{""None"": ""Xerox Phaser 6200DP""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14825,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox Phaser 6200DX,,"{""None"": ""Xerox Phaser 6200DX""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14828,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox Phaser 6200N,,"{""None"": ""Xerox Phaser 6200N""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14831,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox Phaser 6250B,,"{""None"": ""Xerox Phaser 6250B""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14834,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox Phaser 6250DP,,"{""None"": ""Xerox Phaser 6250DP""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14837,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox Phaser 6250DT,,"{""None"": ""Xerox Phaser 6250DT""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14840,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox Phaser 6250DX,,"{""None"": ""Xerox Phaser 6250DX""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14843,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox Phaser 6250N,,"{""None"": ""Xerox Phaser 6250N""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14846,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox Phaser 6300DN,,"{""None"": ""Xerox Phaser 6300DN""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14849,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox Phaser 6300N,,"{""None"": ""Xerox Phaser 6300N""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14852,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox Phaser 6350DP,,"{""None"": ""Xerox Phaser 6350DP""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14855,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox Phaser 6350DT,,"{""None"": ""Xerox Phaser 6350DT""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14858,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox Phaser 6350DX,,"{""None"": ""Xerox Phaser 6350DX""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14861,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox Phaser 6360DN,,"{""None"": ""Xerox Phaser 6360DN""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14864,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox Phaser 6360DX,,"{""None"": ""Xerox Phaser 6360DX""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14867,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox Phaser 7300B,,"{""None"": ""Xerox Phaser 7300B""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14870,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox Phaser 7300DN,,"{""None"": ""Xerox Phaser 7300DN""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14873,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox Phaser 7300DT,,"{""None"": ""Xerox Phaser 7300DT""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14876,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox Phaser 7300DX,,"{""None"": ""Xerox Phaser 7300DX""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14879,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox Phaser 7300N,,"{""None"": ""Xerox Phaser 7300N""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14882,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox Phaser 7400DN,,"{""None"": ""Xerox Phaser 7400DN""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14885,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox Phaser 7400DT,,"{""None"": ""Xerox Phaser 7400DT""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14888,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox Phaser 7400DX,,"{""None"": ""Xerox Phaser 7400DX""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14891,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox Phaser 7400DXF,,"{""None"": ""Xerox Phaser 7400DXF""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14894,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox Phaser 7400N,,"{""None"": ""Xerox Phaser 7400N""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14897,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox Phaser 7700DN,,"{""None"": ""Xerox Phaser 7700DN""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14900,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox Phaser 7700DX,,"{""None"": ""Xerox Phaser 7700DX""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14903,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox Phaser 7700GX,,"{""None"": ""Xerox Phaser 7700GX""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14906,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox Phaser 7750B,,"{""None"": ""Xerox Phaser 7750B""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14909,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox Phaser 7750DN,,"{""None"": ""Xerox Phaser 7750DN""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14912,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox Phaser 7750DXF,,"{""None"": ""Xerox Phaser 7750DXF""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14915,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox Phaser 7750GX,,"{""None"": ""Xerox Phaser 7750GX""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14918,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox Phaser 7760DN,,"{""None"": ""Xerox Phaser 7760DN""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14921,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox Phaser 7760DX,,"{""None"": ""Xerox Phaser 7760DX""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14924,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox Phaser 7760GX,,"{""None"": ""Xerox Phaser 7760GX""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14927,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox Phaser 8400B,,"{""None"": ""Xerox Phaser 8400B""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14930,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox Phaser 8400BD,,"{""None"": ""Xerox Phaser 8400BD""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14933,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox Phaser 8400DP,,"{""None"": ""Xerox Phaser 8400DP""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14936,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox Phaser 8400DX,,"{""None"": ""Xerox Phaser 8400DX""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14939,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox Phaser 8400N,,"{""None"": ""Xerox Phaser 8400N""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14942,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox Phaser 8500DN,,"{""None"": ""Xerox Phaser 8500DN""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14945,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox Phaser 8500N,,"{""None"": ""Xerox Phaser 8500N""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14948,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox Phaser 8550DP,,"{""None"": ""Xerox Phaser 8550DP""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14951,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox Phaser 8550DT,,"{""None"": ""Xerox Phaser 8550DT""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14954,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox Phaser 8550DX,,"{""None"": ""Xerox Phaser 8550DX""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14957,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox Phaser 8560DN,,"{""None"": ""Xerox Phaser 8560DN""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14960,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox Phaser 8860,,"{""None"": ""Xerox Phaser 8860""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14963,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox WorkCentre 7345,,"{""None"": ""Xerox WorkCentre 7345""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14966,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox WorkCentre C2424,,"{""None"": ""Xerox WorkCentre C2424""}",
locale-langpack/gutenprint,po/locale-langpack/gutenprint.po,14969,info,source-equals-translation,Translation is identical to source (possibly untranslated),Xerox WorkCentre M118,,"{""None"": ""Xerox WorkCentre M118""}",
locale-langpack/gvfs,po/locale-langpack/gvfs.po,105,info,source-equals-translation,Translation is identical to source (possibly untranslated),Apple Filing Protocol Service,,"{""None"": ""Apple Filing Protocol Service""}",
locale-langpack/gvfs,po/locale-langpack/gvfs.po,560,warning,punctuation-mismatch,Source contains ';' but translation does not,Failed to eject medium; one or more volumes on the medium are busy.,,"{""None"": ""Misslyckades med att mata ut media. En eller flera volymer på mediet är upptagna.""}",
locale-langpack/gvfs,po/locale-langpack/gvfs.po,1110,warning,same-plurals,"All plural forms are identical, but source forms differ",The server doesn’t support passwords longer than %d character.,The server doesn’t support passwords longer than %d characters.,"{""0"": ""Servern saknar stöd för lösenord längre än %d tecken."", ""1"": ""Servern saknar stöd för lösenord längre än %d tecken.""}",
locale-langpack/gvfs,po/locale-langpack/gvfs.po,1296,warning,keyboard-shortcut-missing,Keyboard accelerator missing in translation,Usage: %s --spawner dbus-id object_path,,"{""None"": ""Användning: %s --spawner dbus-id objektsökväg""}",
locale-langpack/heimdal_krb5,po/locale-langpack/heimdal_krb5.po,108,warning,typo,Possible typo(s): gruppparameter,Did not find a DH group parameter matching requirement of %lu bits,,"{""None"": ""Hittade ingen DH-gruppparameter som matchade kravet på %lu bitar""}",
locale-langpack/heimdal_krb5,po/locale-langpack/heimdal_krb5.po,486,warning,typo,Possible typo(s): gruppparameter,"PKINIT: DH group parameter %s no accepted, not enough bits generated",,"{""None"": ""PKINIT: DH-gruppparameter %s accepteras inte, otillräckligt antal bitar genererade""}",
locale-langpack/heimdal_krb5,po/locale-langpack/heimdal_krb5.po,489,warning,typo,Possible typo(s): gruppparametern,PKINIT: DH group parameter no ok,,"{""None"": ""PKINIT: DH-gruppparametern är inte ok""}",
locale-langpack/hello,po/locale-langpack/hello.po,91,info,length-ratio,Translation is 4.3x longer than source,"Report %s bugs to: %s
",,"{""None"": ""Rapportera fel i %s till: %s\nSkicka synpunkter på översättningen till <tp-sv@listor.tp-sv.se>.\n""}",
locale-langpack/hello,po/locale-langpack/hello.po,91,info,inconsistent-punctuation,Extra ending punctuation (source has none),"Report %s bugs to: %s
",,"{""None"": ""Rapportera fel i %s till: %s\nSkicka synpunkter på översättningen till <tp-sv@listor.tp-sv.se>.\n""}",
locale-langpack/hello,po/locale-langpack/hello.po,91,error,escaped-chars-mismatch,Escape character count mismatch: \n: 1→2,"Report %s bugs to: %s
",,"{""None"": ""Rapportera fel i %s till: %s\nSkicka synpunkter på översättningen till <tp-sv@listor.tp-sv.se>.\n""}",
locale-langpack/hello,po/locale-langpack/hello.po,91,warning,newline-mismatch,"Newline count mismatch: source has 1, translation has 2","Report %s bugs to: %s
",,"{""None"": ""Rapportera fel i %s till: %s\nSkicka synpunkter på översättningen till <tp-sv@listor.tp-sv.se>.\n""}",
locale-langpack/hello,po/locale-langpack/hello.po,91,warning,end-stop-mismatch,Translation ends with period but source does not,"Report %s bugs to: %s
",,"{""None"": ""Rapportera fel i %s till: %s\nSkicka synpunkter på översättningen till <tp-sv@listor.tp-sv.se>.\n""}",
locale-langpack/hello,po/locale-langpack/hello.po,91,warning,xml-tags-mismatch,"XML/HTML tags mismatch: source has [], translation has ['<tp>']","Report %s bugs to: %s
",,"{""None"": ""Rapportera fel i %s till: %s\nSkicka synpunkter på översättningen till <tp-sv@listor.tp-sv.se>.\n""}",
locale-langpack/hello,po/locale-langpack/hello.po,91,warning,max-length-ratio,Translation is 4.3x longer than source (max 3x recommended),"Report %s bugs to: %s
",,"{""None"": ""Rapportera fel i %s till: %s\nSkicka synpunkter på översättningen till <tp-sv@listor.tp-sv.se>.\n""}",
locale-langpack/hello,po/locale-langpack/hello.po,96,info,length-ratio,Translation is 4.7x longer than source,"Report bugs to: %s
",,"{""None"": ""Rapportera fel till: %s\nSkicka synpunkter på översättningen till <tp-sv@listor.tp-sv.se>.\n""}",
locale-langpack/hello,po/locale-langpack/hello.po,96,info,inconsistent-punctuation,Extra ending punctuation (source has none),"Report bugs to: %s
",,"{""None"": ""Rapportera fel till: %s\nSkicka synpunkter på översättningen till <tp-sv@listor.tp-sv.se>.\n""}",
locale-langpack/hello,po/locale-langpack/hello.po,96,error,escaped-chars-mismatch,Escape character count mismatch: \n: 1→2,"Report bugs to: %s
",,"{""None"": ""Rapportera fel till: %s\nSkicka synpunkter på översättningen till <tp-sv@listor.tp-sv.se>.\n""}",
locale-langpack/hello,po/locale-langpack/hello.po,96,warning,newline-mismatch,"Newline count mismatch: source has 1, translation has 2","Report bugs to: %s
",,"{""None"": ""Rapportera fel till: %s\nSkicka synpunkter på översättningen till <tp-sv@listor.tp-sv.se>.\n""}",
locale-langpack/hello,po/locale-langpack/hello.po,96,warning,end-stop-mismatch,Translation ends with period but source does not,"Report bugs to: %s
",,"{""None"": ""Rapportera fel till: %s\nSkicka synpunkter på översättningen till <tp-sv@listor.tp-sv.se>.\n""}",
locale-langpack/hello,po/locale-langpack/hello.po,96,warning,xml-tags-mismatch,"XML/HTML tags mismatch: source has [], translation has ['<tp>']","Report bugs to: %s
",,"{""None"": ""Rapportera fel till: %s\nSkicka synpunkter på översättningen till <tp-sv@listor.tp-sv.se>.\n""}",
locale-langpack/hello,po/locale-langpack/hello.po,96,warning,max-length-ratio,Translation is 4.7x longer than source (max 3x recommended),"Report bugs to: %s
",,"{""None"": ""Rapportera fel till: %s\nSkicka synpunkter på översättningen till <tp-sv@listor.tp-sv.se>.\n""}",
locale-langpack/hello,po/locale-langpack/hello.po,113,info,source-equals-translation,Translation is identical to source (possibly untranslated),extra operand,,"{""None"": ""extra operand""}",
locale-langpack/help2man,po/locale-langpack/help2man.po,185,error,escaped-chars-mismatch,Escape character count mismatch: \n: 8→7,"Patterns use the Perl regular expression syntax and may be followed by
the
.IR i ,
.I s
or
.I m
modifiers (see
.BR perlre (1)).
",,"{""None"": ""Mönster använder Perls syntax för reguljära uttryck och kan efterföljas av modifierarna\n.IR i ,\n.I s\neller\n.I m\n(se\n.BR perlre (1)).\n""}",
locale-langpack/help2man,po/locale-langpack/help2man.po,185,warning,newline-mismatch,"Newline count mismatch: source has 8, translation has 7","Patterns use the Perl regular expression syntax and may be followed by
the
.IR i ,
.I s
or
.I m
modifiers (see
.BR perlre (1)).
",,"{""None"": ""Mönster använder Perls syntax för reguljära uttryck och kan efterföljas av modifierarna\n.IR i ,\n.I s\neller\n.I m\n(se\n.BR perlre (1)).\n""}",
locale-langpack/help2man,po/locale-langpack/help2man.po,237,error,escaped-chars-mismatch,Escape character count mismatch: \n: 11→12,"The full documentation for
.B %s
is maintained as a Texinfo manual.  If the
.B info
and
.B %s
programs are properly installed at your site, the command
.IP
.B info %s
.PP
should give you access to the complete manual.
",,"{""None"": ""Den fullständiga dokumentationen för\n.B %s\nunderhålls som en Texinfo-manual.\nOm den\n.B info\noch\nB. %s\nprogrammen är ordentligt installerade på ditt system, kommandot\n.IP\n.B information %s\n.PP\nbör ge dig tillgång till den kompletta manualen.\n""}",
locale-langpack/help2man,po/locale-langpack/help2man.po,237,warning,newline-mismatch,"Newline count mismatch: source has 11, translation has 12","The full documentation for
.B %s
is maintained as a Texinfo manual.  If the
.B info
and
.B %s
programs are properly installed at your site, the command
.IP
.B info %s
.PP
should give you access to the complete manual.
",,"{""None"": ""Den fullständiga dokumentationen för\n.B %s\nunderhålls som en Texinfo-manual.\nOm den\n.B info\noch\nB. %s\nprogrammen är ordentligt installerade på ditt system, kommandot\n.IP\n.B information %s\n.PP\nbör ge dig tillgång till den kompletta manualen.\n""}",
