200587992	discovery_section_spotlights	Spotlights	Höjdpunkter
200587993	discovery_section_starring	Starring	Medverkande
200587994	discovery_section_directed_by	Directed by	Regisserad av
200587995	discovery_section_written_by	Written by	Skriven av
200587996	discovery_section_because_watched	Because you watched	Eftersom du såg
200587997	discovery_section_because_liked	Because you liked	Eftersom du gillade
200587998	discovery_section_actor_from	Starring, from a watched film	Medverkande från en film du har sett
200587999	discovery_section_director_from	Directed by, from a watched film	Regisserad av en film du har sett
200588000	discovery_section_writer_from	Written by, from a watched film	Skriven av en film du har sett
200588002	home_row_hero_carousel	Spotlight carousel	Höjdpunktkarusell
200588003	home_row_libraries	Libraries	Bibliotek
200588004	home_row_continue_watching	Continue Watching	Fortsätt titta
200588005	home_row_next_up	Next Up	Nästa avsnitt
200588006	home_row_critics_choice	Critics' Choice	Kritikernas val
207321929	player_transcode_reason_unknown_video	video stream could not be identified	videoströmmen kunde inte identifieras
207321930	player_transcode_reason_unknown_audio	audio stream could not be identified	ljudströmmen kunde inte identifieras
207321931	player_transcode_reason_codec_tag	video codec tag not supported	videocodecens tagg stöds inte
207321932	player_transcode_reason_stream_count	too many streams in this file	för många strömmar i den här filen
207321933	player_transcode_reason_rotation	rotated video not supported	roterad video stöds inte
207321934	player_transcode_reason_other	server chose to transcode	servern valde att omkoda
207321935	player_badge_direct	DIRECT	DIREKT
207321936	player_badge_transcoding	TRANSCODE	OMKODNING
207321937	player_sleep_timer_title	Sleep timer	Insomningstimer
207321938	player_sleep_timer_end_of_episode	End of episode	Slutet av avsnittet
207321939	player_sleep_timer_end_of_movie	End of movie	Slutet av filmen
207321940	player_sleep_timer_stop	Stop timer	Stoppa timer
207321941	player_sleep_timer_ends_in	Sleep timer ends in %1$s	Insomningstimern avslutas om %1$s
207321942	player_sleep_timer_ended	Sleep timer ended	Insomningstimern är slut
207321943	player_sleep_timer_paused_fmt	Paused at %1$s · %2$s	Pausad vid %1$s · %2$s
207321944	player_sleep_timer_closing_in	closing in %1$d second	stängs om %1$d sekund
207321945	player_sleep_timer_extend	Add %1$d min	Lägg till %1$d min
207321946	pref_side_sheet_title	Side Sheet in Landscape	Sidopanel i liggande läge
207321947	pref_side_sheet_summary	Show episode details in a side sheet when the screen is wider than it is tall. Turn off to always use a bottom sheet	Visa avsnittsinformation i en sidopanel när skärmen är bredare än den är hög. Stäng av för att alltid använda en panel längst ned
207321948	pref_offline_media	Offline media	Offlineinnehåll
207321949	pref_offline_media_summary	Browse and free up downloaded media	Bläddra bland och frigör utrymme från nedladdat innehåll
207321950	download_count_episodes	%1$d episode	%1$d avsnitt
207321951	download_count_tracks	%1$d track	%1$d spår
207321952	downloads_storage_used_fmt	%1$s used by downloads	%1$s används av nedladdningar
207321953	downloads_group_summary_fmt	%1$d items · %2$s	%1$d objekt · %2$s
207321954	downloads_delete_frees_fmt	Frees up %1$s	Frigör %1$s
207321955	downloads_delete_all	Delete all	Ta bort alla
207321956	downloads_selected_fmt	%1$d selected	%1$d valda
207321957	downloads_select_all	Select all	Markera alla
207321958	downloads_frees_up	Frees up	Frigör utrymme
207321959	downloads_delete_selected_message_fmt	This frees up %1$s. You can download these again later.	Detta frigör %1$s. Du kan hämta dessa igen senare.
207321960	cd_downloads_exit_selection	Leave selection	Avsluta markeringen
207321961	downloads_delete_selected_fmt	Delete %1$d item	Ta bort %1$d objekt
207321962	downloads_open_item	Open in library	Öppna i biblioteket
207321963	downloads_storage_free_fmt	%1$s free	%1$s ledigt
207321964	downloads_sort_recent	Recently added	Senast tillagda
207321965	downloads_sort_largest	Largest first	Störst först
207321966	downloads_sort_title	A to Z	A till Ö
207321967	cd_downloads_sort	Sort downloads	Sortera nedladdningar
207321968	playback_section_video_quality	Video quality	Videokvalitet
207321969	playback_section_video_quality_summary	Resolution limits, audio channels and HDR	Upplösningsgränser, ljudkanaler och HDR
207321970	playback_section_music_quality	Music quality	Musikkvalitet
207321971	playback_section_music_quality_summary	Bitrate limits for Wi-Fi and mobile data	Bithastighetsgränser för Wi-Fi och mobildata
207321972	playback_section_tracks	Audio & subtitle tracks	Ljud- och undertextspår
207321973	playback_section_tracks_summary	Which language and subtitles to pick automatically	Vilket språk och vilka undertexter som ska väljas automatiskt
207321974	playback_section_subtitle_appearance	Subtitle appearance	Undertexternas utseende
207321975	playback_section_subtitle_appearance_summary	Size, color, outline and position	Storlek, färg, kontur och position
207321976	playback_section_controls	Player controls	Spelarreglage
207321977	playback_section_controls_summary	Gestures, skip buttons, pause screen and zoom	Gester, hoppknappar, pausskärm och zoom
207321978	playback_section_cast_summary	Quality and codecs when casting	Kvalitet och codecs vid casting
207321979	playback_section_advanced	Advanced	Avancerat
207321980	playback_section_advanced_summary	Playback engine, buffering and MPV config	Uppspelningsmotor, buffring och MPV-konfiguration
207321981	forget_account_title	Forget %1$s?	Glöm %1$s?
207321982	forget_account_message	This removes the saved login for this account and deletes everything downloaded with it. The account itself is not deleted from the server.	Detta tar bort den sparade inloggningen för kontot och raderar allt som har hämtats med det. Själva kontot tas inte bort från servern.
207321983	forget_account_confirm	Forget	Glöm
207321984	forget_account_failed	Couldn't forget this account. Try again.	Kunde inte glömma kontot. Försök igen.
207321985	pref_group_account	Account & servers	Konto och servrar
207321986	pref_group_playback_downloads	Playback & downloads	Uppspelning och nedladdningar
207321987	session_command_failed	Command failed	Kommandot misslyckades
207321988	session_remote_other_user_warning	You are controlling %1$s's session.	Du styr sessionen för %1$s.
207321989	action_session_stop	Stop playback	Stoppa uppspelningen
207321990	cd_session_play	Resume	Återuppta
207321991	cd_session_pause	Pause	Pausa
207321992	cd_session_previous	Previous	Föregående
207321993	cd_session_next	Next	Nästa
207321994	cd_session_rewind	Back 10 seconds	Bakåt 10 sekunder
207321995	cd_session_forward	Forward 30 seconds	Framåt 30 sekunder
207321996	cd_session_mute	Mute	Stäng av ljudet
207321997	cd_session_more	More controls	Fler reglage
207321998	action_session_message	Message	Meddelande
207321999	dialog_session_message_title	Send a message	Skicka ett meddelande
207322000	dialog_session_message_placeholder	Shown on the other screen	Visas på den andra skärmen
207322001	action_send	Send	Skicka
207322002	pref_buffer_size_value_fmt	%1$s · %2$s	%1$s · %2$s
207322003	abs_sleep_timer_end_of_chapter	End of chapter	Vid slutet av kapitlet
207322004	abs_sleep_timer_end_of_episode	End of episode	Vid slutet av avsnittet
207322005	cd_abs_chapters	Chapters	Kapitel
207322006	abs_bookmarks_title	Bookmarks	Bokmärken
207322007	abs_bookmarks_empty	No bookmarks yet for this title.	Inga bokmärken för den här titeln ännu.
207322008	abs_bookmark_untitled	Untitled bookmark	Namnlöst bokmärke
207322009	abs_bookmark_delete	Delete bookmark	Ta bort bokmärke
207322010	abs_bookmark_title_hint	Bookmark name	Bokmärkets titel
207322011	abs_bookmark_add_at_fmt	Add bookmark at %1$s	Lägg till bokmärke vid %1$s
207322012	cd_abs_bookmarks	Bookmarks	Bokmärken
207322013	abs_skip_silence_title	Skip silence	Hoppa över tystnad
207322014	abs_volume_boost_title	Volume boost	Volymförstärkning
207322015	section_downloads	Downloads	Nedladdningar
207322016	server_unsupported_version	This server runs Jellyfin %1$s. AFinity needs %2$s or newer.	Den här servern kör Jellyfin %1$s. AFinity kräver %2$s eller senare.
207322017	server_unsupported_version_unknown	This server's Jellyfin version could not be read. AFinity needs %1$s or newer.	Jellyfin-versionen på servern kunde inte läsas. AFinity kräver %1$s eller senare.
207322018	server_unsupported_title	Server needs updating	Servern stöds inte
207322019	server_unsupported_body	This server runs Jellyfin %1$s, and AFinity needs %2$s or newer. Media won't load until the server is updated.	Den här servern kör Jellyfin %1$s, och AFinity kräver %2$s eller senare. Innehåll laddas inte förrän servern har uppdaterats.
207322020	server_unsupported_body_unknown	This server's Jellyfin version could not be read, and AFinity needs %1$s or newer. Media won't load until the server is updated.	Jellyfin-versionen på servern kunde inte läsas, och AFinity kräver %1$s eller senare. Innehåll laddas inte förrän servern har uppdaterats.
207322021	server_unsupported_switch_account	Switch account	Byt konto
207322022	stat_albums	Albums	Album
207322023	stat_songs	Songs	Låtar
207322024	stat_artists	Artists	Artister
207322025	stat_music_videos	Music Videos	Musikvideor
207322026	stat_books	Books	Böcker
207322027	stat_trailers	Trailers	Trailrar
207322028	stat_programs	Programs	Program
207322029	stat_all_items	All Items	Alla objekt
207322030	section_server_storage	Server Storage	Serverlagring
207322031	storage_folder_program_data	Program data	Programdata
207322032	storage_folder_metadata	Metadata	Metadata
207322033	storage_folder_transcoding_temp	Transcoding temp	Tillfällig lagring för omkodning
207322034	storage_folder_cache	Cache	Cache
207322035	storage_folder_image_cache	Image cache	Bildcache
207322036	storage_folder_logs	Logs	Loggar
207322037	storage_folder_web	Web	Webb
207322038	storage_used_fmt	%1$s used	%1$s används
207322039	storage_free_fmt	%1$s free	%1$s ledigt
207322040	storage_percent_used_fmt	%1$d%%	%1$d %% används
207322041	error_unable_open_location	Unable to open maps	Kunde inte öppna Maps
207322042	jellyseerr_quick_connect_button	Sign in with Quick Connect	Logga in med Quick Connect
207322043	jellyseerr_quick_connect_description	Sign in using your current Jellyfin session, without entering a password.	Logga in med din aktuella Jellyfin-session utan att ange lösenord.
207322044	jellyseerr_login_divider_or	or	eller
207322045	error_seerr_quick_connect_unsupported	This Seerr server is too old for Quick Connect. Seerr 3.4.0 or newer is required.	Den här Seerr-servern är för gammal för Quick Connect. Seerr 3.4.0 eller senare krävs.
207322046	error_seerr_quick_connect_initiate	Seerr could not start a Quick Connect request. Please try again.	Seerr kunde inte starta en Quick Connect-begäran. Försök igen.
207322047	error_seerr_quick_connect_other_server	Seerr is pointed at a different Jellyfin server than the one you are signed in to.	Seerr är kopplad till en annan Jellyfin-server än den du är inloggad på.
207322048	error_seerr_quick_connect_not_approved	Quick Connect request could not be approved. Please try again.	Quick Connect-begäran kunde inte godkännas. Försök igen.
207322049	error_seerr_quick_connect_access_denied	Your Jellyfin account has no Seerr account. Ask your Seerr administrator to import it.	Ditt Jellyfin-konto har inget Seerr-konto. Be Seerr-administratören att importera det.
207322050	error_abs_server_unreachable	Could not connect. Please verify this is a valid Audiobookshelf server.	Kunde inte ansluta. Kontrollera att detta är en giltig Audiobookshelf-server.
207322051	error_invalid_username_password	Invalid username or password.	Ogiltigt användarnamn eller lösenord.
207322052	error_login_check_credentials	Login failed. Please check your credentials.	Inloggningen misslyckades. Kontrollera dina inloggningsuppgifter.
207322053	error_access_forbidden	Access forbidden. Check your permissions.	Åtkomst nekad. Kontrollera dina behörigheter.
207322054	error_server_not_found	Server not found. Check your server URL.	Servern hittades inte. Kontrollera serverns URL.
207322055	error_network_check_connection	Network error. Check your connection.	Nätverksfel. Kontrollera anslutningen.
207322056	error_connection_timeout	Connection timeout. Please try again.	Tidsgränsen för anslutningen överskreds. Försök igen.
207322057	music_tab_album_artists	Album Artists	Albumartister
207322058	music_section_more_from_fmt	More from %1$s	Mer från %1$s
207322059	music_section_more_like_this	More like this	Mer som detta
207322060	music_nav_album_artists	Album Artists	Albumartister
207322061	local_network_permission_title	Local network access	Åtkomst till lokalt nätverk
207322062	local_network_permission_needed	Local network access is required to discover and connect to servers on your network.	Åtkomst till det lokala nätverket krävs för att hitta och ansluta till servrar i nätverket.
207322063	local_network_permission_grant	Grant permission	Ge behörighet
207322064	local_network_permission_offline_body	AFinity can't reach your server because local network access is turned off. Grant it to reconnect.	AFinity kan inte nå servern eftersom åtkomst till lokalt nätverk är avstängd. Ge behörighet för att ansluta igen.
207322065	local_network_permission_settings	Open settings	Öppna inställningar
207322066	local_network_permission_discovery_body	No servers were found. Grant local network access so AFinity can search your network.	Inga servrar hittades. Ge åtkomst till lokalt nätverk så att AFinity kan söka i nätverket.
207322067	pref_view_logs	View logs	Visa loggar
207322068	pref_view_logs_summary	Watch app activity live	Följ appaktiviteten direkt
207322069	library_filter_audio_language	Audio language	Ljudspråk
207322070	library_filter_subtitle_language	Subtitle language	Undertextspråk
207322071	library_filter_language_hint	Search languages	Sök språk
207322072	track_tag_forced	Forced	Tvingad
207322073	track_tag_sdh	SDH	SDH
207322074	track_tag_external	External	Extern
207322075	track_tag_original	Original	Original
207322076	logs_title	Logs	Loggar
207322077	logs_chip_all	All	Alla
207322078	logs_chip_warnings	Warn	Varningar
207322079	logs_chip_errors	Error	Fel
207322080	logs_chip_crashes	Crashes	Krascher
207322081	logs_groups_fmt	%1$d events in %2$d groups · repeats collapsed	%1$d händelser i %2$d grupper · upprepningar hopslagna
207322082	logs_events_fmt	%1$d events · every occurrence	%1$d händelser · varje förekomst
207322083	logs_expand	Expand	Expandera
207322084	logs_collapse	Collapse	Fäll ihop
207322085	logs_buffered_fmt	%1$d / %2$d	%1$d / %2$d
207322086	logs_paused	paused in history	pausad i historiken
207322087	logs_pause	Pause	Pausa
207322088	logs_resume	Resume	Återuppta
207322089	logs_jump_to_latest	Jump to latest	Hoppa till senaste
207322090	logs_back_to_live	Back to live	Tillbaka till direktläge
207322091	logs_save_title	Save logs	Spara loggar
207322092	logs_save_all	Everything in the buffer	Allt i bufferten
207322093	logs_save_visible	Just what is on screen	Endast det som visas på skärmen
207322094	logs_save_lines_fmt	%1$d lines	%1$d rader
207322095	logs_save_redaction_note	Server addresses, tokens and usernames are replaced with [REDACTED] before the file is written.	Serveradresser, token och användarnamn ersätts med [REDACTED] innan filen skrivs.
207322096	logs_save_action	Save & share	Spara och dela
207322097	logs_search	Search logs	Sök i loggar
207322098	logs_search_placeholder	Search message, tag or trace	Sök efter meddelande, tagg eller stackspårning
207322099	logs_more	More options	Fler alternativ
207322100	logs_matches_fmt	%1$d matches	%1$d träffar
207322101	logs_clear_filters	Clear	Rensa
207322102	logs_copy	Copy	Kopiera
207322103	logs_copy_with_context	Copy + 20 lines	Kopiera + 20 rader
207322104	logs_only_this_tag	Only this tag	Endast denna tagg
207322105	logs_copy_visible	Copy what is on screen	Kopiera det som visas på skärmen
207322106	logs_tags_action	Filter by tag…	Filtrera efter tagg…
207322107	logs_expand_repeats	Expand repeats	Expandera upprepningar
207322108	logs_collapse_repeats	Collapse repeats	Fäll ihop upprepningar
207322109	logs_clear_action_menu	Clear the buffer	Rensa bufferten
207322110	logs_clear_title	Clear the buffer?	Rensa bufferten?
207322111	logs_clear_body_fmt	%1$d lines are held in memory and nowhere else. Once they are gone they cannot be recovered or exported.	%1$d rader finns i minnet och ingen annanstans. När de har rensats kan de inte återställas eller exporteras.
207322112	logs_clear_crashes_kept_fmt	Your %1$d crash reports are not affected — delete those from the Crashes tab.	Dina %1$d kraschrapporter påverkas inte – ta bort dem från fliken Krascher.
207322113	logs_clear_action	Clear	Rensa
207322114	logs_launch_marker_fmt	APP LAUNCH · %1$s · %2$s	APPSTART · %1$s · %2$s
207322115	logs_previous_error	Previous error	Föregående fel
207322116	logs_next_error	Next error	Nästa fel
207322117	logs_window_all	Everything	Allt
207322118	logs_window_1m	Last 1 minute	Senaste 1 minuten
207322119	logs_window_5m	Last 5 minutes	Senaste 5 minuterna
207322120	logs_window_15m	Last 15 minutes	Senaste 15 minuterna
207322121	logs_window_all_short	All	Alla
207322122	logs_window_1m_short	1m	1 min
207322123	logs_window_5m_short	5m	5 min
207322124	logs_window_15m_short	15m	15 min
207322125	logs_tags_title	Filter by tag	Filtrera efter tagg
207322126	logs_tags_subtitle	Tags come from the buffer you are looking at, so the counts move as it fills.	Taggar kommer från bufferten du tittar på, så antalen ändras när den fylls.
207322127	logs_tags_find	Find a tag	Hitta en tagg
207322128	logs_tags_clear	Clear	Rensa
207322129	logs_tags_show_fmt	Show %1$d lines	Visa %1$d rader
207322130	logs_crash_note	Kept on this device only, never uploaded. The oldest report is dropped once there are more than five.	Sparas endast på denna enhet och laddas aldrig upp. Den äldsta rapporten tas bort när det finns fler än fem.
207322131	logs_crash_new	NEW	NY
207322132	logs_crash_today	Today	I dag
207322133	logs_crash_yesterday	Yesterday	I går
207322134	logs_crash_days_ago_fmt	%1$d days ago	För %1$d dagar sedan
207322135	logs_crash_meta_time	TIME	TID
207322136	logs_crash_meta_thread	THREAD	TRÅD
207322137	logs_crash_meta_build	BUILD	BYGGE
207322138	logs_crash_meta_device	DEVICE	ENHET
207322139	logs_crash_stack_trace	STACK TRACE	STACKSPÅRNING
207322140	logs_crash_preceding	Logs before the crash	Loggar före kraschen
207322141	logs_crash_copy_issue	Copy for issue	Kopiera för ärende
207322142	logs_crash_share	Share	Dela
207322143	logs_crash_delete	Delete this report	Ta bort den här rapporten
207322144	logs_crash_delete_all	Delete all reports	Ta bort alla rapporter
207322145	logs_crash_reports_kept_fmt	%1$d reports kept on this device	%1$d rapporter sparade på den här enheten
207322146	logs_empty_buffer_title	Nothing logged yet	Inget har loggats ännu
207322147	logs_empty_buffer_body	Move around the app and lines will land here as they happen.	Använd appen så visas rader här när händelser inträffar.
207322148	logs_empty_search_title_fmt	No line says “%1$s”	Ingen rad innehåller ”%1$s”
207322149	logs_empty_filter_title	Nothing matches these filters	Inget matchar dessa filter
207322150	logs_empty_search_body	Message, tag and stack trace are all searched. Widen it by dropping a filter.	Meddelande, tagg och stackspårning genomsöks. Bredda sökningen genom att ta bort ett filter.
207322151	logs_empty_crashes_title	No crashes recorded	Inga krascher registrerade
207322152	logs_empty_crashes_body	AFinity keeps the last five crash reports on this device. There are none to show.	AFinity sparar de fem senaste kraschrapporterna på den här enheten. Det finns inga att visa.
207322153	logs_empty_clear_filters	Clear filters	Rensa filter
207424492	offline_mode_no_route	Offline (Server not reachable on this network)	Offline (servern kan inte nås från detta nätverk)
207424493	offline_mode_unreachable	Offline (Can't reach your server)	Offline (kan inte nå servern)
207424494	item_error_no_route	Your server isn't reachable from this network.	Servern kan inte nås från detta nätverk.
207424495	service_unreachable_fmt	Can't reach %1$s. Showing saved content.	Kan inte nå %1$s. Visar sparat innehåll.
207424498	offline_no_route_title	Server not reachable here	Servern kan inte nås här
207424499	offline_no_route_message	This server's address only works on its own network. Connect to that network, or add an address that works from anywhere.	Den här serveradressen fungerar bara i sitt eget nätverk. Anslut till det nätverket eller lägg till en adress som fungerar överallt.
207424500	offline_no_route_action	Manage servers	Hantera servrar
200588007	home_row_watch_again	Watch Again	Se igen
200588008	home_row_upcoming	Upcoming	Kommande
200588009	home_row_latest_movies	Latest Movies	Senaste filmer
200588010	home_row_latest_tv	Latest TV	Senaste tv-serier
200588013	custom_sections_add	Add section	Lägg till sektion
200588014	custom_sections_new	New section	Ny sektion
200588015	custom_sections_edit	Edit section	Redigera sektion
200588016	custom_sections_untitled	Untitled section	Namnlös sektion
200588018	custom_sections_field_title	Title	Titel
200588019	custom_sections_field_source_type	Source type	Källtyp
200588020	custom_sections_field_source	Source	Källa
200588021	custom_sections_field_limit	Item limit	Gräns för objekt
200588022	custom_sections_field_sort	Sort	Sortering
200588023	custom_sections_field_card_style	Card style	Kortstil
200588024	custom_sections_group_content	Content	Innehåll
200588025	custom_sections_group_display	Display	Visning
200588026	custom_sections_group_schedule	Schedule	Schema
200588027	custom_sections_sort_random	Random	Slumpmässig
200588030	custom_sections_field_seasonal	Seasonal	Säsongsbetonad
200588031	custom_sections_seasonal_hint	Only show during a date range each year	Visa endast under ett datumintervall varje år
200588032	custom_sections_field_season_start	Starts	Startar
200588033	custom_sections_field_season_end	Ends	Slutar
200588035	custom_sections_reorder	Drag to reorder	Dra för att ändra ordning
200588036	custom_sections_save	Save	Spara
200588037	custom_sections_delete	Delete	Radera
200588038	custom_sections_settings_summary	Pin your own rows to the home screen	Fäst dina egna rader på startsidan
200836963	custom_sections_group_always	Always shown	Visas alltid
200836964	custom_sections_always_caption	Your libraries and what you were watching. These can't be turned off.	Dina bibliotek och det du tittade på. De kan inte stängas av.
200836965	custom_sections_always_on	Always on	Alltid på
200836966	discovery_density_off	Off	Av
200836967	discovery_density_custom	Custom	Anpassad
200836968	discovery_count_label	Rows	Rader
200836969	discovery_count_range_fmt	0 to %1$d	0 till %1$d
200836970	home_row_popular_studios	Popular Studios	Populära studior
200857231	custom_sections_pick_genre	Select genres	Välj genrer
200857232	custom_sections_pick_studio	Select studios	Välj studior
200857233	custom_sections_pick_tag	Select tags	Välj taggar
200857234	custom_sections_pick_collection	Select a collection	Välj en samling
200857235	custom_sections_pick_playlist	Select a playlist	Välj en spellista
200857236	custom_sections_pick_library	Select a library	Välj ett bibliotek
200857237	custom_sections_field_item_types	Content type	Innehållstyp
200857238	custom_sections_item_types_hint	What this row can show. Pick at least one.	Vad den här raden kan visa. Välj minst en.
200857239	custom_sections_item_types_episode_hint	Episode rows use wide cards and open the episode details. They can't be mixed with other types.	Avsnittsrader använder breda kort och öppnar avsnittsinformationen. De kan inte blandas med andra typer.
200857240	custom_sections_item_types_music_hint	Music rows use square cards. They can't be mixed with other types.	Musikrader använder kvadratiska kort. De kan inte blandas med andra typer.
200857241	custom_sections_item_types_playlist_hint	Which items from the playlist to show. Playlists store shows and seasons as their episodes.	Vilka objekt från spellistan som ska visas. Spellistor lagrar serier och säsonger som sina avsnitt.
200857242	custom_sections_type_movies	Movies	Filmer
200857243	custom_sections_type_shows	Shows	Serier
200857244	custom_sections_type_seasons	Seasons	Säsonger
200857245	custom_sections_type_boxsets	Collections	Samlingar
200857246	custom_sections_type_episodes	Episodes	Avsnitt
200857247	custom_sections_card_style_locked_fmt	%1$s (set automatically for this kind of row)	%1$s (anges automatiskt för den här radtypen)
200858681	cd_episode_details	Episode details	Avsnittsinformation
200867424	custom_sections_source_resolving	…	…
200867425	cd_previous_month	Previous month	Föregående månad
200867426	cd_next_month	Next month	Nästa månad
200867427	custom_sections_sources_loading	Loading sources…	Läser in källor …
200867428	custom_sections_sources_failed	Couldn't load sources. Check your connection.	Det gick inte att läsa in källor. Kontrollera din anslutning.
200867429	custom_sections_sources_empty	No sources of this kind were found on your server.	Inga källor av den här typen hittades på servern.
200867430	custom_sections_sources_retry	Retry	Försök igen
200867431	custom_sections_item_types_collection_hint	Which items from inside the collection to show.	Vilka objekt från samlingen som ska visas.
200867432	custom_sections_item_types_library_hint	Which items from this library to show.	Vilka objekt från det här biblioteket som ska visas.
200879081	custom_sections_add_blank	Blank section	Tom sektion
200879082	custom_sections_add_blank_summary	Start from scratch	Börja från början
200879083	custom_sections_preset_range_fmt	Seasonal · %1$s – %2$s	Säsongsbetonad · %1$s – %2$s
200924867	backup_title	Backup & restore	Säkerhetskopiering och återställning
200924868	backup_settings_summary	Save your settings to a file, or restore them from one	Spara dina inställningar till en fil eller återställ dem från en fil
200924869	backup_export	Export settings	Exportera inställningar
200924870	backup_export_summary	Save your settings to a file	Spara dina inställningar till en fil
200924871	backup_import	Import settings	Importera inställningar
200924872	backup_import_summary	Restore settings from a file	Återställ inställningar från en fil
200924873	backup_import_title	Import settings	Importera inställningar
200924874	backup_apply	Apply	Tillämpa
200924875	backup_import_from_fmt	From AFinity %1$s. Choose what to apply.	Från AFinity %1$s. Välj vad som ska tillämpas.
200924876	backup_import_skipped	Skipped, not on this server	Hoppades över, inte på den här servern
200924877	backup_import_done	Settings imported	Inställningarna har importerats
200924878	backup_import_done_message	Some changes may need an app restart to appear everywhere.	Vissa ändringar kan kräva omstart av appen för att synas överallt.
200924879	backup_excluded_note	Passwords, sign-in details and device-specific options such as download location and hardware decoding are never included in the file.	Lösenord, inloggningsuppgifter och enhetsspecifika alternativ som nedladdningsplats och maskinvaruavkodning inkluderas aldrig i filen.
200924880	backup_error_format	That file isn't an AFinity backup.	Filen är inte en AFinity-säkerhetskopia.
200924881	backup_error_version	This backup was made by a newer version of AFinity.	Säkerhetskopian skapades med en nyare version av AFinity.
200924882	backup_error_unreadable	That file couldn't be read.	Filen kunde inte läsas.
200924883	backup_section_home	Home screen	Startskärm
200924884	backup_section_appearance	Appearance	Utseende
200924885	backup_section_playback	Playback	Uppspelning
200924886	backup_section_subtitles	Subtitles	Undertexter
200924887	backup_section_library	Library	Bibliotek
200924888	backup_section_downloads	Downloads	Nedladdningar
200924889	backup_section_privacy	Privacy and updates	Integritet och uppdateringar
200924890	backup_section_home_fmt	%1$d custom section, rows and Discovery	%1$d anpassad sektion, rader och Upptäck
200924891	backup_section_settings_fmt	%1$d setting	%1$d inställning
200957165	pref_clear_cache	Clear cached data	Rensa cachade data
200957166	pref_clear_cache_summary	Home rows, genres and artwork lists will be fetched again	Startsidesrader, genrer och listor med bilder hämtas igen
200957168	pref_clear_cache_empty	Nothing cached	Inget finns i cacheminnet
200957169	cache_kind_images	Images	Bilder
200957175	cache_entries_fmt	%1$d entry	%1$d post
200957176	pref_clear_cache_confirm	Clear cached data?	Rensa cachade data?
200957177	pref_clear_cache_message	Downloads, settings and your custom sections are not affected. Home rows will rebuild the next time they load.	Nedladdningar, inställningar och dina anpassade sektioner påverkas inte. Startsidesrader skapas på nytt nästa gång de läses in.
200957178	pref_clear_cache_done	Cached data cleared	Cachade data har rensats
200961556	custom_sections_field_refine	Refine	Förfina
200961557	custom_sections_refine_none	No extra filters	Inga ytterligare filter
